year,estimate,std_error,p_value,ci_lo,ci_hi,is_base,outcome,control_group
2010,-0.4815999825919215,0.02504947383342279,0.0,-0.5307922341665869,-0.43240773101725605,0,log1p_forward_cites,all
2011,-0.4479783160397613,0.010345222195753252,0.0,-0.46829430256440796,-0.4276623295151146,0,log1p_forward_cites,all
2012,-0.42724745602193964,0.043169072676920266,0.0,-0.5120230444231075,-0.3424718676207717,0,log1p_forward_cites,all
2013,-0.1642922031264694,0.03071565868134176,1.2476186683763046e-07,-0.22461172996292025,-0.10397267629001852,0,log1p_forward_cites,all
2014,0.0,0.0,,0.0,0.0,1,log1p_forward_cites,all
2015,-0.09169123398683789,0.02047733489818258,8.984662595246107e-06,-0.13190470180611108,-0.0514777661675647,0,log1p_forward_cites,all
2016,-0.014815337956627874,0.02396152330490846,0.5366070110396244,-0.06187106816340498,0.032240392250149234,0,log1p_forward_cites,all
2017,-0.16772036502622142,0.01666143836973967,0.0,-0.20044016079240756,-0.13500056926003529,0,log1p_forward_cites,all
2018,-0.3058955673896451,0.02097600674959943,0.0,-0.3470883288791658,-0.26470280590012435,0,log1p_forward_cites,all
