source_file,outcome,control_group,variable,estimate,std_error,t_value,p_value,ci_2_5,ci_97_5,n_obs,year,ci_lo,ci_hi,is_base,spec,model,ape,interaction_with,period,sub_sample,p_holm,p_bh,sig_raw_05,sig_holm_05,sig_bh_05,se_type,beta_restricted,beta_full,r2_restricted,r2_full,r_max_assumed,delta_to_zero,robust_if_delta_gt_1,reason_group,mean_cites,n_with_cite,citation_type
did_2018_summary.csv,claim_reduction,all,ai_core,-0.0009990099873795,0.0005794954437964,-1.7239307022584238,0.0852295181633677,-0.0021370694104753,0.0001390494357161,923926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,claim_reduction,all,ai_x_post,0.0006006776895607,0.0001988015633462,3.021493792352595,0.0026212082532575,0.0002102553058916,0.0009911000732298,923926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,claim_reduction,all,post2018,,,,,,,923926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,claim_reduction,broad_noncore,ai_core,-0.0005554937265862,0.0003040810816532,-1.82679476002297,0.070938455498541,-0.0011593384902415,4.835103706899194e-05,92682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,claim_reduction,broad_noncore,ai_x_post,0.0011902473483018,0.0004063397371191,2.929192593223703,0.0042742721929711,0.0003833371610898,0.0019971575355138,92682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,claim_reduction,broad_noncore,post2018,,,,,,,92682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,claim_reduction,software,ai_core,-0.0005554937265862,0.0003040810816532,-1.82679476002297,0.070938455498541,-0.0011593384902415,4.835103706899194e-05,92682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,claim_reduction,software,ai_x_post,0.0011902473483018,0.0004063397371191,2.929192593223703,0.0042742721929711,0.0003833371610898,0.0019971575355138,92682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,claim_reduction,software,post2018,,,,,,,92682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,grant,all,ai_core,0.2813302875517666,0.0361605896646881,7.780024887882114,3.086420008457935e-14,0.2103166229410312,0.3523439521625021,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,grant,all,ai_x_post,0.0166939038911745,0.0042771972839644,3.903000676111275,0.0001055373671499,0.0082941666022107,0.0250936411801382,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,grant,all,post2018,,,,,,,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,grant,broad_noncore,ai_core,0.2095744800718406,0.0660417025449398,3.1733657976069005,0.0020306222736659,0.0784651238210434,0.3406838363226377,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,grant,broad_noncore,ai_x_post,0.0011291885233768,0.0036186976539774,0.3120427931125203,0.755691844861561,-0.0060548346255782,0.0083132116723319,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,grant,broad_noncore,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,grant,software,ai_core,0.2095744800718406,0.0660417025449398,3.1733657976069005,0.0020306222736659,0.0784651238210434,0.3406838363226377,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,grant,software,ai_x_post,0.0011291885233768,0.0036186976539774,0.3120427931125203,0.755691844861561,-0.0060548346255782,0.0083132116723319,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,grant,software,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,has_reject_cite,all,ai_core,-0.2426626925661942,0.0668039170351846,-3.6324620371944274,0.0003042327896041,-0.3738549934387831,-0.1114703916936054,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,has_reject_cite,all,ai_x_post,0.0308768423442562,0.0038539268538011,8.011787331615245,5.773159728050814e-15,0.0233083410679232,0.0384453436205891,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,has_reject_cite,all,post2018,,,,,,,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,has_reject_cite,broad_noncore,ai_core,-0.2555313701943491,0.0694813961422307,-3.677694813029779,0.0003899815974084,-0.3934693816109321,-0.1175933587777661,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,has_reject_cite,broad_noncore,ai_x_post,0.0211880615154834,0.0077715258598201,2.7263708437269325,0.0076258316501713,0.0057596320034779,0.036616491027489,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,has_reject_cite,broad_noncore,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,has_reject_cite,software,ai_core,-0.2555313701943491,0.0694813961422307,-3.677694813029779,0.0003899815974084,-0.3934693816109321,-0.1175933587777661,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,has_reject_cite,software,ai_x_post,0.0211880615154834,0.0077715258598201,2.7263708437269325,0.0076258316501713,0.0057596320034779,0.036616491027489,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,has_reject_cite,software,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_applicant_count,all,ai_core,-0.0177913988600562,0.0052503476178531,-3.388613508095856,0.0007475176143048,-0.0281022491056232,-0.0074805486144891,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_applicant_count,all,ai_x_post,-0.0057357551335442,0.0007280313318993,-7.878445449017603,1.5099033134902132e-14,-0.0071654932354118,-0.0043060170316766,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_applicant_count,all,post2018,,,,,,,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_applicant_count,broad_noncore,ai_core,-0.0116882390508354,0.0050495917414691,-2.314689909452896,0.0227836971556671,-0.0217129461228988,-0.0016635319787719,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_applicant_count,broad_noncore,ai_x_post,-0.0050194009666519,0.001073476529436,-4.675836712786842,9.668739419987917e-06,-0.0071505213239583,-0.0028882806093455,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_applicant_count,broad_noncore,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_applicant_count,software,ai_core,-0.0116882390508354,0.0050495917414691,-2.314689909452896,0.0227836971556671,-0.0217129461228988,-0.0016635319787719,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_applicant_count,software,ai_x_post,-0.0050194009666519,0.001073476529436,-4.675836712786842,9.668739419987917e-06,-0.0071505213239583,-0.0028882806093455,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_applicant_count,software,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_backward_cites,all,ai_core,-0.3439205363692033,0.1054939864650566,-3.2600961238972803,0.0011754358913906,-0.5510939990462976,-0.136747073692109,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_backward_cites,all,ai_x_post,-0.0227451902911791,0.0111468454810108,-2.040504672817665,0.0417280362950429,-0.0446358274128741,-0.0008545531694842,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_backward_cites,all,post2018,,,,,,,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_backward_cites,broad_noncore,ai_core,-0.4192617689110292,0.1354501207829117,-3.0953222225839667,0.0025834066163701,-0.6881642571207457,-0.1503592807013127,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_backward_cites,broad_noncore,ai_x_post,-0.0384665911133969,0.0180160297898567,-2.1351314114197364,0.0353228495822828,-0.0742329323329615,-0.0027002498938323,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_backward_cites,broad_noncore,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_backward_cites,software,ai_core,-0.4192617689110292,0.1354501207829117,-3.0953222225839667,0.0025834066163701,-0.6881642571207457,-0.1503592807013127,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_backward_cites,software,ai_x_post,-0.0384665911133969,0.0180160297898567,-2.1351314114197364,0.0353228495822828,-0.0742329323329615,-0.0027002498938323,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_backward_cites,software,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_forward_cites,all,ai_core,0.3543662120156346,0.0795257332122557,4.455994276341023,9.928151128324458e-06,0.1981902812958762,0.510542142735393,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_forward_cites,all,ai_x_post,-0.2156398969271105,0.008650448415762,-24.9281755769089,0.0,-0.232628006032236,-0.198651787821985,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_forward_cites,all,post2018,,,,,,,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_forward_cites,broad_noncore,ai_core,0.3439202121313912,0.0869956200109857,3.953304914522836,0.0001482976091771,0.1712120702036776,0.5166283540591048,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_forward_cites,broad_noncore,ai_x_post,-0.1943649015512016,0.0386559357517044,-5.028073897878199,2.331244295605828e-06,-0.2711066367938596,-0.1176231663085437,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_forward_cites,broad_noncore,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_forward_cites,software,ai_core,0.3439202121313912,0.0869956200109857,3.953304914522836,0.0001482976091771,0.1712120702036776,0.5166283540591048,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_forward_cites,software,ai_x_post,-0.1943649015512016,0.0386559357517044,-5.028073897878199,2.331244295605828e-06,-0.2711066367938596,-0.1176231663085437,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_forward_cites,software,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_grant_delay_days,all,ai_core,-0.3238097952253521,0.0971837672661664,-3.331932938332216,0.0009148477983984,-0.5146670371470855,-0.1329525533036187,923929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_grant_delay_days,all,ai_x_post,0.0485021158834936,0.007285857080772,6.657022687350619,6.258815687942841e-11,0.0341935679995283,0.062810663767459,923929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_grant_delay_days,all,post2018,,,,,,,923929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_grant_delay_days,broad_noncore,ai_core,-0.3111667495405662,0.0896961696116808,-3.4691197058658334,0.0007931026644636,-0.4892855658953128,-0.1330479331858196,92683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_grant_delay_days,broad_noncore,ai_x_post,0.0499036740515006,0.0077016744146523,6.479587601958263,4.332051606326104e-09,0.0346096750253831,0.065197673077618,92683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_grant_delay_days,broad_noncore,post2018,,,,,,,92683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_grant_delay_days,software,ai_core,-0.3111667495405662,0.0896961696116808,-3.4691197058658334,0.0007931026644636,-0.4892855658953128,-0.1330479331858196,92683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_grant_delay_days,software,ai_x_post,0.0499036740515006,0.0077016744146523,6.479587601958263,4.332051606326104e-09,0.0346096750253831,0.065197673077618,92683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_grant_delay_days,software,post2018,,,,,,,92683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_inventor_count,all,ai_core,0.1550622605847362,0.0631564545705709,2.4552084444745077,0.0143569303222823,0.0310329976643538,0.2790915235051187,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_inventor_count,all,ai_x_post,0.0329633607468618,0.0041848512442818,7.876829742013489,1.532107773982716e-14,0.0247449764377845,0.041181745055939,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_inventor_count,all,post2018,,,,,,,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_inventor_count,broad_noncore,ai_core,0.1835568296144087,0.0475786560683318,3.857965835579437,0.0002082313049622,0.0891012549091342,0.2780124043196831,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_inventor_count,broad_noncore,ai_x_post,0.0381179939328586,0.0044522298785307,8.561551171620556,1.9495516312417751e-13,0.0292792000986519,0.0469567877670653,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_inventor_count,broad_noncore,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_inventor_count,software,ai_core,0.1835568296144087,0.0475786560683318,3.857965835579437,0.0002082313049622,0.0891012549091342,0.2780124043196831,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_inventor_count,software,ai_x_post,0.0381179939328586,0.0044522298785307,8.561551171620556,1.9495516312417751e-13,0.0292792000986519,0.0469567877670653,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_inventor_count,software,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_reject_cites,all,ai_core,-0.4635615171796617,0.0972314740595284,-4.7676076256527145,2.331264553623313e-06,-0.6545087155660163,-0.2726143187933072,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_reject_cites,all,ai_x_post,0.0224986482661419,0.0090347882275589,2.4902241977862976,0.0130299883949907,0.0047557567101609,0.0402415398221229,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_reject_cites,all,post2018,,,,,,,1415812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_reject_cites,broad_noncore,ai_core,-0.4799640718055012,0.0978345971947114,-4.9058726214231925,3.842443881296731e-06,-0.6741903040642194,-0.285737839546783,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_reject_cites,broad_noncore,ai_x_post,0.0069260089142134,0.0174351320929127,0.3972444187577365,0.6920783273638906,-0.0276871045695568,0.0415391223979837,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_reject_cites,broad_noncore,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_reject_cites,software,ai_core,-0.4799640718055012,0.0978345971947114,-4.9058726214231925,3.842443881296731e-06,-0.6741903040642194,-0.285737839546783,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_reject_cites,software,ai_x_post,0.0069260089142134,0.0174351320929127,0.3972444187577365,0.6920783273638906,-0.0276871045695568,0.0415391223979837,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
did_2018_summary.csv,log1p_reject_cites,software,post2018,,,,,,,140914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_all_base2014.csv,grant,all,,-0.0899858971958064,0.0066049629654707,,0.0,,,,2010.0,-0.1029567484799265,-0.0770150459116863,0.0,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_all_base2014.csv,grant,all,,0.0187912977524853,0.0046768992251207,,6.59466071541992e-05,,,,2011.0,0.0096067853431057,0.0279758101618648,0.0,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_all_base2014.csv,grant,all,,0.0060269852898772,0.0041371218701071,,0.1456769127584716,,,,2012.0,-0.0020975103056276,0.0141514808853822,0.0,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_all_base2014.csv,grant,all,,-0.0541818953090381,0.0032412011009023,,0.0,,,,2013.0,-0.06054697830519,-0.0478168123128861,0.0,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_all_base2014.csv,grant,all,,0.0,0.0,,,,,,2014.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_all_base2014.csv,grant,all,,-0.0436644917447245,0.0052610507654528,,6.661338147750939e-16,,,,2015.0,-0.0539961631611488,-0.0333328203283002,0.0,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_all_base2014.csv,grant,all,,0.0163956891432999,0.0054567671736112,,0.0027663441726841,,,,2016.0,0.0056796691033699,0.0271117091832299,0.0,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_all_base2014.csv,grant,all,,0.0450256946241743,0.0102616588752255,,1.34623608591955e-05,,,,2017.0,0.0248738100648284,0.0651775791835202,0.0,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_all_base2014.csv,grant,all,,0.0324768903343021,0.0083475585915281,,0.0001108379803334,,,,2018.0,0.0160839231606438,0.0488698575079603,0.0,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_software_base2014.csv,grant,software,,-0.0810041205839407,0.0060673648728068,,0.0,,,,2010.0,-0.0930224026784027,-0.0689858384894787,0.0,,,,,,,,,,,,,,,,,,,,,,,
EVENT_grant_ctrl_software_base2014.csv,grant,software,,0.0249156272954399,0.012407613053671,,0.046977316402089,,,,2011.0,0.0003385337920845,0.0494927207987953,0.0,,,,,,,,,,,,,,,,,,,,,,,
