reason_group,estimate,std_error,p_value,mean_cites,n_with_cite,n_obs
exam_pre_grant,0.0,0.0,,0.0,0,2637803
refusal_related,-0.46382363745467786,0.10219413451394697,6.803488774353994e-06,3.2237134463794304,1704553,2637803
post_grant_ref,0.0037988031681690936,0.05974441092526763,0.9493218052549106,2.616712847775213,1580654,2637803
trial_appeal,-0.14744622694668272,0.02557987755303276,1.2953011996330588e-08,0.5423164656344693,451485,2637803
